,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,0.0,0.210569,6186600000.0,3862900000.0,1284800000.0,31410500000.0,6186600000.0,4901800000.0,-25500000.0,25500000.0,3862900000.0,3862900000.0,37107700000.0,1399601449.0,1399601449.0,2.76,2.76,3862900000.0,3862900000.0,0.0,3862900000.0,13400000.0,3849500000.0,3849500000.0,1026800000.0,4876300000.0,949000000.0,-25500000.0,25500000.0,3126300000.0,5697200000.0,3871400000.0,1284800000.0,1284800000.0,8823500000.0,31410500000.0,40234000000.0,40234000000.0,291872876777.72174
2025-06-30,0.0,0.218983,6747800000.0,4290500000.0,1243700000.0,29283500000.0,6747800000.0,5504100000.0,-26500000.0,26500000.0,4290500000.0,4290500000.0,35277600000.0,1402124183.0,1402124183.0,3.06,3.06,4290500000.0,4290500000.0,0.0,4290500000.0,12400000.0,4278100000.0,4278100000.0,1199500000.0,5477600000.0,894000000.0,-26500000.0,26500000.0,3862400000.0,5994100000.0,4175400000.0,1243700000.0,1243700000.0,9856500000.0,29283500000.0,39140000000.0,39140000000.0,303347436078.22205
2025-03-31,0.0,0.204476,6917200000.0,4551400000.0,1212900000.0,38812900000.0,6917200000.0,5704300000.0,1722600000.0,7300000.0,4551400000.0,4551400000.0,34881700000.0,,,,,4551400000.0,4551400000.0,0.0,4551400000.0,19300000.0,4532100000.0,4532100000.0,1164900000.0,5697000000.0,-1930500000.0,1722600000.0,7300000.0,3956400000.0,-3931200000.0,-8042100000.0,1212900000.0,1158000000.0,25200000.0,38812900000.0,38838100000.0,38838100000.0,
2024-12-31,0.0,0.20332,5322500000.0,3265500000.0,1216600000.0,29432900000.0,5322500000.0,4105900000.0,-21200000.0,21200000.0,3265500000.0,3265500000.0,35184800000.0,1401502146.0,1401502146.0,2.33,2.33,3265500000.0,3265500000.0,0.0,3265500000.0,11300000.0,3254200000.0,3254200000.0,830500000.0,4084700000.0,884000000.0,-21200000.0,21200000.0,2402800000.0,5751900000.0,4023200000.0,1216600000.0,1216600000.0,8154700000.0,29432900000.0,37587600000.0,37587600000.0,289233102095.67017
2024-09-30,0.0,0.22705,7084200000.0,4548800000.0,1185200000.0,27068400000.0,7084200000.0,5899000000.0,-23200000.0,23200000.0,4548800000.0,4548800000.0,32812400000.0,1399630769.0,1399630769.0,3.25,3.25,4548800000.0,4548800000.0,0.0,4548800000.0,7100000.0,4541700000.0,4541700000.0,1334100000.0,5875800000.0,871900000.0,-23200000.0,23200000.0,4121900000.0,5744000000.0,4064500000.0,1185200000.0,1185200000.0,9865900000.0,27068400000.0,36934300000.0,36934300000.0,383310678437.40125
2024-06-30,,,,,,,,,,,,,,1398837209.0,1398837209.0,3.44,3.44,,,,,,,,,,,,,,,,,,,,,,342181843670.3678
