,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-09-30,0.0,0.31457,4451700000.0,1719400000.0,1521000000.0,29746400000.0,4451700000.0,2930700000.0,-397400000.0,397400000.0,1719400000.0,1719400000.0,41251900000.0,851188119.0,851188119.0,2.02,2.02,1719400000.0,1719400000.0,0.0,1719400000.0,-17000000.0,1736400000.0,1736400000.0,796900000.0,2533300000.0,536600000.0,-397400000.0,397400000.0,2393200000.0,11505500000.0,6562000000.0,1521000000.0,1521000000.0,13898700000.0,29746400000.0,43645100000.0,43645100000.0,332601757499.25
2025-06-30,0.0,0.286638,5662500000.0,2729900000.0,1489400000.0,31704200000.0,5662500000.0,4173100000.0,-324000000.0,324000000.0,2729900000.0,2729900000.0,43057200000.0,850436137.0,850436137.0,3.21,3.21,2729900000.0,2729900000.0,0.0,2729900000.0,-15900000.0,2745800000.0,2745800000.0,1103300000.0,3849100000.0,275700000.0,-324000000.0,324000000.0,3894000000.0,11353000000.0,6426700000.0,1489400000.0,1489400000.0,15247000000.0,31704200000.0,46951200000.0,46951200000.0,328037105413.3516
2025-03-31,0.0,0.35096,4712700000.0,1868700000.0,1476400000.0,31445300000.0,4712700000.0,3236300000.0,-383000000.0,341100000.0,1868700000.0,1868700000.0,39273100000.0,,,,,1868700000.0,1868700000.0,0.0,1868700000.0,-10400000.0,1879100000.0,1879100000.0,1016100000.0,2895200000.0,-524300000.0,-383000000.0,341100000.0,3147800000.0,7827800000.0,-3975600000.0,1476400000.0,1292200000.0,10975600000.0,31445300000.0,42420900000.0,42420900000.0,
2024-12-31,0.0,0.334342,4374100000.0,1568100000.0,1450300000.0,26791300000.0,4374100000.0,2923800000.0,-543600000.0,543600000.0,1568100000.0,1568100000.0,37371300000.0,852228261.0,852228261.0,1.84,1.84,1568100000.0,1568100000.0,0.0,1568100000.0,-16300000.0,1584400000.0,1584400000.0,795800000.0,2380200000.0,126900000.0,-543600000.0,543600000.0,2795900000.0,10580000000.0,5894800000.0,1450300000.0,1450300000.0,13375900000.0,26791300000.0,40167200000.0,40167200000.0,353144556406.4159
2024-09-30,0.0,0.297771,5123000000.0,2312800000.0,1459100000.0,29741100000.0,5123000000.0,3663900000.0,-340200000.0,340200000.0,2312800000.0,2312800000.0,41236100000.0,850294118.0,850294118.0,2.72,2.72,2312800000.0,2312800000.0,0.0,2312800000.0,-21200000.0,2334000000.0,2334000000.0,989700000.0,3323700000.0,402500000.0,-340200000.0,340200000.0,3263900000.0,11495000000.0,6736300000.0,1459100000.0,1459100000.0,14758900000.0,29741100000.0,44500000000.0,44500000000.0,425087091052.4079
2024-06-30,,,,,,,,,,,,,,849652510.0,849652510.0,2.59,2.59,,,,,,,,,,,,,,,,,,,,,,475362376950.5292
