,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
2025-06-30,0.0,0.233913,4908100000.0,0.0,0.0,2249700000.0,927000000.0,118750000000.0,4908100000.0,3981100000.0,-325900000.0,325900000.0,2249700000.0,2249700000.0,124459900000.0,48589633.0,48411879.0,46.3,46.47,2249700000.0,2249700000.0,0.0,2249700000.0,-550500000.0,2800200000.0,2800200000.0,855000000.0,3655200000.0,16800000.0,0.0,-325900000.0,325900000.0,3896700000.0,5709900000.0,3091100000.0,927000000.0,927000000.0,9606600000.0,118750000000.0,128356600000.0,128356600000.0,725032515992.376
2025-03-31,504172803.499818,0.192837,4365300000.0,2614500000.0,2614500000.0,4008200000.0,859100000.0,96041500000.0,6979800000.0,6120700000.0,-453100000.0,360400000.0,1897872803.499818,4008200000.0,96278700000.0,,,,,4008200000.0,4008200000.0,0.0,4008200000.0,-641300000.0,4649500000.0,4649500000.0,1110800000.0,5760300000.0,-52500000.0,2607800000.0,-453100000.0,360400000.0,3978600000.0,237200000.0,-4660200000.0,859100000.0,768100000.0,4215800000.0,96041500000.0,100257300000.0,100257300000.0,
2024-12-31,0.0,0.241644,4006000000.0,0.0,0.0,1711900000.0,746000000.0,96801100000.0,4006000000.0,3260000000.0,-408700000.0,408700000.0,1711900000.0,1711900000.0,101377600000.0,48033109.0,47394795.0,35.64,36.12,1711900000.0,1711900000.0,0.0,1711900000.0,-450400000.0,2162300000.0,2162300000.0,689000000.0,2851300000.0,65000000.0,0.0,-408700000.0,408700000.0,3159200000.0,4576500000.0,2272800000.0,746000000.0,746000000.0,7735700000.0,96801100000.0,104536800000.0,104536800000.0,849709158473.2324
2024-09-30,464540652.650684,0.221621,4232400000.0,2096100000.0,2096100000.0,3898500000.0,660000000.0,106605000000.0,6328500000.0,5668500000.0,-379300000.0,379300000.0,2266940652.650684,3898500000.0,111737100000.0,57238291.0,56647777.0,68.11,68.82,3898500000.0,3898500000.0,0.0,3898500000.0,-218500000.0,4117000000.0,4117000000.0,1172200000.0,5289200000.0,-57300000.0,2096100000.0,-379300000.0,379300000.0,3603700000.0,5132100000.0,2989400000.0,660000000.0,660000000.0,8735800000.0,106605000000.0,115340800000.0,115340800000.0,781558647170.623
2024-06-30,0.0,0.22268,2635200000.0,0.0,0.0,1336800000.0,545100000.0,60169100000.0,2635200000.0,2090100000.0,-292900000.0,292900000.0,1336800000.0,1336800000.0,63864100000.0,57546276.0,57250535.0,23.23,23.35,1336800000.0,1336800000.0,0.0,1336800000.0,-60200000.0,1397000000.0,1397000000.0,400200000.0,1797200000.0,81800000.0,0.0,-292900000.0,292900000.0,1933900000.0,3695000000.0,1949300000.0,545100000.0,545100000.0,5628900000.0,60169100000.0,65798000000.0,65798000000.0,684813623873.794
